time,open,high,low,close,volume
2025-01-02 09:10:00,1347.50,1347.50,1347.50,1347.50,1
2025-01-02 09:12:00,1347.30,1347.30,1347.30,1347.30,1
2025-01-02 09:13:00,1347.10,1347.10,1347.10,1347.10,3
2025-01-02 09:14:00,1345.50,1345.50,1345.50,1345.50,2
2025-01-02 09:17:00,1345.80,1345.80,1345.80,1345.80,2
2025-01-02 09:20:00,1346.00,1346.00,1346.00,1346.00,4
2025-01-02 09:30:00,1346.10,1346.10,1346.10,1346.10,2
2025-01-02 09:31:00,1347.30,1347.50,1346.70,1347.50,14
2025-01-02 09:32:00,1347.10,1347.40,1347.10,1347.40,13
2025-01-02 09:33:00,1347.20,1347.40,1347.20,1347.40,5
2025-01-02 09:34:00,1347.80,1347.80,1347.80,1347.80,3
2025-01-02 09:35:00,1348.00,1348.40,1348.00,1348.40,13
2025-01-02 09:36:00,1348.40,1348.40,1348.20,1348.20,5
2025-01-02 09:37:00,1348.00,1348.50,1347.90,1348.40,18
2025-01-02 09:38:00,1348.50,1348.50,1348.20,1348.50,61
2025-01-02 09:39:00,1348.30,1349.20,1348.30,1349.20,15
2025-01-02 09:40:00,1349.30,1350.20,1349.30,1350.10,20
2025-01-02 09:41:00,1350.00,1351.20,1350.00,1351.00,14
2025-01-02 09:42:00,1350.90,1351.00,1350.50,1350.50,15
2025-01-02 09:43:00,1350.30,1350.30,1349.90,1350.10,10
2025-01-02 09:44:00,1350.20,1350.70,1350.20,1350.70,3
2025-01-02 09:45:00,1351.00,1351.00,1350.80,1350.80,5
2025-01-02 09:46:00,1350.30,1350.50,1350.10,1350.10,79
2025-01-02 09:47:00,1350.20,1350.80,1350.20,1350.40,14
2025-01-02 09:48:00,1350.70,1350.70,1350.40,1350.40,41
2025-01-02 09:49:00,1350.50,1350.50,1350.30,1350.40,40
2025-01-02 09:50:00,1350.30,1350.40,1349.90,1350.00,44
2025-01-02 09:51:00,1350.10,1350.10,1349.60,1349.60,45
2025-01-02 09:52:00,1349.30,1349.30,1349.30,1349.30,1
2025-01-02 09:53:00,1349.90,1349.90,1349.90,1349.90,1
2025-01-02 09:54:00,1350.00,1350.00,1350.00,1350.00,1
2025-01-02 09:55:00,1349.90,1349.90,1349.70,1349.90,18
2025-01-02 09:56:00,1349.80,1349.80,1349.70,1349.70,10
2025-01-02 09:57:00,1349.60,1349.60,1349.40,1349.40,25
2025-01-02 09:58:00,1349.50,1349.50,1349.40,1349.40,10
2025-01-02 09:59:00,1349.40,1349.40,1348.70,1348.70,32
2025-01-02 10:00:00,1348.60,1348.60,1348.00,1348.60,21
2025-01-02 10:01:00,1348.50,1348.50,1347.60,1347.60,28
2025-01-02 10:02:00,1347.90,1348.10,1347.90,1348.10,12
2025-01-02 10:03:00,1348.10,1348.30,1348.00,1348.10,33
2025-01-02 10:04:00,1348.00,1348.20,1348.00,1348.10,22
2025-01-02 10:05:00,1348.20,1348.30,1347.90,1348.00,37
2025-01-02 10:06:00,1347.90,1348.00,1347.90,1348.00,35
2025-01-02 10:07:00,1347.90,1348.00,1347.50,1347.50,57
2025-01-02 10:08:00,1347.40,1347.70,1347.40,1347.50,11
2025-01-02 10:09:00,1347.20,1347.20,1347.20,1347.20,1
2025-01-02 10:10:00,1346.70,1347.00,1346.20,1347.00,64
2025-01-02 10:11:00,1346.90,1346.90,1346.30,1346.40,24
2025-01-02 10:12:00,1346.30,1346.50,1346.20,1346.30,27
2025-01-02 10:13:00,1346.40,1346.60,1346.30,1346.60,5
2025-01-02 10:14:00,1346.50,1346.90,1346.50,1346.90,9
2025-01-02 10:15:00,1346.40,1346.70,1346.40,1346.60,24
2025-01-02 10:16:00,1346.50,1346.50,1346.40,1346.50,7
2025-01-02 10:17:00,1346.20,1346.20,1346.10,1346.10,16
2025-01-02 10:18:00,1346.00,1346.20,1346.00,1346.20,3
2025-01-02 10:19:00,1345.90,1346.10,1345.90,1346.10,26
2025-01-02 10:20:00,1346.10,1346.20,1345.90,1346.00,21
2025-01-02 10:21:00,1345.90,1346.00,1345.60,1345.60,11
2025-01-02 10:22:00,1345.90,1345.90,1345.80,1345.80,3
2025-01-02 10:23:00,1345.70,1345.70,1345.70,1345.70,1
2025-01-02 10:24:00,1345.30,1345.50,1345.20,1345.50,44
2025-01-02 10:25:00,1345.80,1345.80,1345.60,1345.70,9
2025-01-02 10:26:00,1345.80,1345.80,1345.70,1345.70,5
2025-01-02 10:27:00,1345.90,1345.90,1345.70,1345.80,36
2025-01-02 10:28:00,1345.50,1345.50,1345.50,1345.50,1
2025-01-02 10:29:00,1345.30,1345.30,1345.10,1345.20,4
2025-01-02 10:30:00,1345.20,1345.20,1342.60,1342.60,23
2025-01-02 10:31:00,1342.50,1342.70,1338.60,1338.60,14
2025-01-02 10:32:00,1338.50,1339.20,1338.50,1339.20,20
2025-01-02 10:33:00,1339.10,1339.40,1338.40,1338.40,24
2025-01-02 10:34:00,1338.10,1338.50,1337.80,1338.20,21
2025-01-02 10:35:00,1338.30,1338.30,1337.50,1337.50,15
2025-01-02 10:36:00,1337.30,1337.70,1336.70,1337.50,21
2025-01-02 10:37:00,1337.80,1338.60,1337.80,1338.60,13
2025-01-02 10:38:00,1338.40,1338.70,1338.20,1338.60,60
2025-01-02 10:39:00,1338.50,1338.60,1338.10,1338.60,39
2025-01-02 10:40:00,1338.80,1339.00,1338.60,1339.00,25
2025-01-02 10:41:00,1339.00,1339.00,1338.60,1338.90,29
2025-01-02 10:42:00,1339.00,1339.20,1339.00,1339.00,19
2025-01-02 10:43:00,1339.00,1339.20,1338.90,1339.20,14
2025-01-02 10:44:00,1339.30,1339.30,1339.10,1339.20,90
2025-01-02 10:45:00,1339.10,1339.10,1339.00,1339.00,19
2025-01-02 10:46:00,1338.90,1338.90,1338.40,1338.60,27
2025-01-02 10:47:00,1338.60,1339.00,1338.60,1338.70,46
2025-01-02 10:48:00,1338.80,1338.80,1338.60,1338.80,4
2025-01-02 10:49:00,1338.70,1338.70,1338.40,1338.70,10
2025-01-02 10:50:00,1338.40,1339.00,1338.40,1339.00,5
2025-01-02 10:51:00,1338.50,1338.80,1338.50,1338.80,6
2025-01-02 10:52:00,1338.20,1338.50,1338.20,1338.20,15
2025-01-02 10:53:00,1338.30,1338.50,1338.10,1338.50,20
2025-01-02 10:54:00,1338.20,1338.50,1338.20,1338.50,18
2025-01-02 10:55:00,1338.40,1338.70,1338.40,1338.50,11
2025-01-02 10:56:00,1338.50,1338.60,1338.40,1338.40,6
2025-01-02 10:57:00,1338.30,1338.70,1338.30,1338.70,8
2025-01-02 10:58:00,1338.60,1338.70,1338.50,1338.50,9
2025-01-02 10:59:00,1338.50,1338.50,1338.00,1338.00,143
2025-01-02 11:00:00,1337.90,1337.90,1337.10,1337.90,29
2025-01-02 11:01:00,1338.00,1338.10,1337.90,1338.10,35
2025-01-02 11:02:00,1338.20,1338.40,1338.10,1338.40,8
2025-01-02 11:03:00,1338.70,1338.70,1338.70,1338.70,4
2025-01-02 11:04:00,1338.60,1339.00,1338.60,1339.00,21
2025-01-02 11:05:00,1339.10,1339.10,1339.00,1339.00,29
2025-01-02 11:06:00,1339.00,1339.00,1338.90,1339.00,7
2025-01-02 11:07:00,1338.80,1338.80,1338.80,1338.80,5
2025-01-02 11:08:00,1338.80,1339.10,1338.80,1339.10,7
2025-01-02 11:09:00,1339.00,1339.30,1338.90,1338.90,57
2025-01-02 11:10:00,1338.60,1338.60,1338.50,1338.50,8
2025-01-02 11:11:00,1338.80,1338.90,1338.70,1338.80,6
2025-01-02 11:13:00,1339.00,1339.00,1339.00,1339.00,1
2025-01-02 11:14:00,1339.10,1339.10,1338.80,1339.00,7
2025-01-02 11:15:00,1338.80,1338.90,1338.80,1338.90,4
2025-01-02 11:16:00,1338.60,1338.60,1338.20,1338.20,7
2025-01-02 11:17:00,1338.40,1338.40,1338.00,1338.10,19
2025-01-02 11:18:00,1338.50,1338.50,1338.30,1338.30,19
2025-01-02 11:19:00,1338.40,1338.50,1337.80,1337.80,22
2025-01-02 11:20:00,1338.10,1338.10,1338.00,1338.10,35
2025-01-02 11:21:00,1338.00,1338.10,1337.50,1337.60,34
2025-01-02 11:22:00,1337.70,1337.80,1337.50,1337.60,17
2025-01-02 11:23:00,1337.70,1338.00,1337.60,1338.00,33
2025-01-02 11:24:00,1337.90,1338.70,1337.90,1338.70,11
2025-01-02 11:25:00,1338.20,1338.70,1338.20,1338.70,6
2025-01-02 11:26:00,1338.60,1338.60,1338.50,1338.50,13
